"","user_id","gender","age_group","city"
"324871",2084411,"Женщина","45-54","Нижний Новгород"
"324887",1051512,"Женщина","35-44","Краснодар"
"324899",627719,"Мужчина","35-44","Новосибирск"
"324948",1961882,"Мужчина","25-34","Москва"
"325020",697634,"Мужчина","25-34","Москва"
"325342",905803,"Женщина","25-34","Иркутск"
"326859",477976,"Женщина","25-34","Москва"
"326922",2759791,"Женщина","25-34","Самара"
"326946",1844658,"Мужчина","15-24","Москва"
"327156",2088355,"Мужчина","25-34","Белгород"
"327186",1024190,"Мужчина","25-34","Ростов-на-Дону"
"327226",1637069,"Женщина","25-34","Московская Область"
"327746",1670561,"Женщина","25-34","Москва"
"328396",624237,"Женщина","45-54","Краснодар"
"328405",1843478,"Женщина","35-44","Санкт-Петербург"
"328626",1886937,"Мужчина","25-34","Московская Область"
"328806",942340,"Женщина","25-34","Тула"
"328836",1651360,"Мужчина","25-34","Саратов"
"329057",1234378,"Женщина","25-34","Тюмень"
"329081",287593,"Женщина","45-54","Омск"
"329137",323733,"Женщина","45-54","Ростов-на-Дону"
"329305",828164,"Женщина","15-24","Краснодар"
"329340",828429,"Мужчина","25-34","Ростов-на-Дону"
"330529",315650,"Женщина","35-44","Ростов-на-Дону"
"330943",950847,"Женщина","35-44","Москва"
"331083",829541,"Женщина","25-34","Омск"
"331125",829929,"Женщина","15-24","Екатеринбург"
"331235",1998714,"Женщина","25-34","Набережные Челны"
"331417",242109,"Женщина","25-34","Москва"
"331795",1030854,"Женщина","25-34","Краснодар"
"332016",145170,"Женщина","25-34","Оренбург"
"332146",1408383,"Мужчина","35-44","Воронеж"
"333686",1460023,"Мужчина","25-34","Курск"
"334232",1368167,"Мужчина","35-44","Москва"
"334295",1957863,"Мужчина","35-44","Москва"
"334337",1338745,"Женщина","25-34","Уфа"
"334506",1813275,"Женщина","25-34","Москва"
"334744",320120,"Женщина","25-34","Красноярск"
"334864",1021165,"Женщина","25-34","Ростов-на-Дону"
"338374",836482,"Мужчина","25-34","Краснодар"
"338530",1192402,"Женщина","35-44","Новосибирск"
"340450",404226,"Мужчина","45-54","Новосибирск"
"340492",898717,"Женщина","25-34","Иркутск"
"340548",836493,"Женщина","25-34","Челябинск"
"340597",841442,"Мужчина","25-34","Ростов-на-Дону"
"340603",1790800,"Женщина","35-44","Ставрополь"
"340720",1337256,"Женщина","15-24","Москва"
"340800",2042392,"Женщина","25-34","Краснодар"
"341034",1680530,"Женщина","35-44","Ростов-на-Дону"
"341188",1697047,"Женщина","25-34","Самара"
"341308",1815554,"Женщина","45-54","Санкт-Петербург"
"341512",1848648,"Женщина","55-64","Калининград"
"341548",1406848,"Мужчина","25-34","Оренбург"
"341833",1793470,"Мужчина","25-34","Барнаул"
"341837",1793581,"Женщина","25-34","Иркутск"
"342075",1793543,"Мужчина","45-54","Иркутск"
"342129",1684705,"Женщина","25-34","Иваново"
"342566",1450156,"Женщина","25-34","Самара"
"342643",913777,"Женщина","25-34","Новосибирск"
"342763",1794298,"Женщина","25-34","Уфа"
"342767",1794335,"Женщина","25-34","Москва"
"342792",1050231,"Женщина","25-34","Тюмень"
"343192",1902484,"Женщина","75 и старше","Волгоград"
"343217",2811623,"Женщина","15-24","Казань"
"343223",1538336,"Женщина","25-34","Астрахань"
"343418",1795317,"Мужчина","35-44","Волгоград"
"344027",235604,"Мужчина","25-34","Московская Область"
"344090",1550236,"Мужчина","25-34","Красноярск"
"344555",2118836,"Мужчина","35-44","Новосибирск"
"344597",1204201,"Мужчина","25-34","Тула"
"344633",1795824,"Женщина","25-34","Абакан"
"344675",1634315,"Мужчина","25-34","Краснодар"
"344818",1293410,"Женщина","35-44","Тверь"
"344906",1110112,"Женщина","25-34","Москва"
"344922",1085677,"Женщина","25-34","Тверь"
"346147",1796654,"Женщина","35-44","Тамбов"
"346167",616977,"Мужчина","15-24","Красноярск"
"346453",1796881,"Женщина","35-44","Новосибирск"
"346473",449988,"Мужчина","25-34","Новокузнецк"
"346627",1796873,"Женщина","35-44","Ставрополь"
"346647",1797082,"Женщина","25-34","Самара"
"346902",1400761,"Мужчина","25-34","Краснодар"
"347112",1797412,"Женщина","35-44","Новосибирск"
"347118",2916667,"Мужчина","25-34","Курск"
"347119",1796020,"Женщина","25-34","Саратов"
"347135",1791875,"Женщина","55-64","Москва"
"347171",1600977,"Мужчина","25-34","Санкт-Петербург"
"347243",240812,"Мужчина","25-34","Москва"
"347771",2121216,"Мужчина","25-34","Московская Область"
"347831",267651,"Мужчина","25-34","Московская Область"
"348299",280426,"Женщина","25-34","Нижний Новгород"
"349742",1798729,"Мужчина","35-44","Санкт-Петербург"
"349796",1998897,"Мужчина","15-24","Рязань"
"349886",1458753,"Мужчина","35-44","Краснодар"
"350081",459774,"Женщина","25-34","Москва"
"350725",1799999,"Женщина","25-34","Волгоград"
"350779",1798685,"Мужчина","35-44","Новокузнецк"
"350821",1611427,"Женщина","15-24","Москва"
"351465",1431350,"Женщина","45-54","Санкт-Петербург"
"351495",1799895,"Мужчина","35-44","Москва"
"351575",135310,"Мужчина","25-34","Казань"
"351595",1845144,"Мужчина","25-34","Москва"
"351611",963315,"Женщина","25-34","Калининград"
"351660",1534490,"Женщина","15-24","Волгоград"
"351920",2015855,"Женщина","35-44","Красноярск"
"352761",1065590,"Женщина","25-34","Иркутск"
"352982",967411,"Мужчина","25-34","Иркутск"
"353150",1513339,"Мужчина","15-24","Воронеж"
"353702",1831903,"Мужчина","25-34","Ростов-на-Дону"
"355270",1850703,"Женщина","25-34","Новокузнецк"
"355984",403303,"Мужчина","35-44","Красноярск"
"355990",1949683,"Женщина","15-24","Иваново"
"356150",1805775,"Мужчина","25-34","Самара"
"356436",2261284,"Женщина","25-34","Новосибирск"
"356466",137769,"Женщина","45-54","Московская Область"
"356846",874876,"Женщина","15-24","Санкт-Петербург"
"356978",1888933,"Женщина","25-34","Санкт-Петербург"
"357034",570476,"Женщина","25-34","Самара"
"357448",1934268,"Женщина","25-34","Уфа"
"357822",1739498,"Мужчина","65-74","Томск"
"358030",1340407,"Женщина","25-34","Московская Область"
"358240",2087488,"Женщина","25-34","Московская Область"
"358241",2061000,"Женщина","25-34","Москва"
"358247",1638155,"Мужчина","45-54","Екатеринбург"
"359425",2118450,"Мужчина","25-34","Казань"
"359449",1313051,"Женщина","35-44","Москва"
"360299",1970835,"Мужчина","15-24","Москва"
"360443",52036,"Мужчина","25-34","Москва"
"360479",1942668,"Женщина","35-44","Санкт-Петербург"
"360779",428552,"Мужчина","35-44","Самара"
"360849",1875706,"Мужчина","15-24","Томск"
"361009",878865,"Женщина","45-54","Москва"
"361119",1888181,"Мужчина","15-24","Москва"
"361379",2088978,"Женщина","25-34","Новокузнецк"
"361383",1559780,"Мужчина","25-34","Московская Область"
"361563",1241406,"Мужчина","35-44","Новосибирск"
"361743",1549997,"Женщина","25-34","Москва"
"362766",1716555,"Мужчина","25-34","Воронеж"
"362976",1105261,"Женщина","15-24","Рязань"
"363021",1749923,"Женщина","35-44","Иваново"
"367557",1105273,"Женщина","35-44","Самара"
"367597",57115,"Мужчина","25-34","Москва"
"367622",293912,"Женщина","15-24","Екатеринбург"
"367678",1395820,"Женщина","25-34","Московская Область"
"367948",2404319,"Мужчина","15-24","Кемерово"
"367952",2091222,"Мужчина","15-24","Кемерово"
"367961",1515578,"Женщина","35-44","Рязань"
"367991",1575961,"Мужчина","25-34","Москва"
"368390",2327856,"Женщина","15-24","Московская Область"
"368507",2086287,"Женщина","35-44","Омск"
"368957",523064,"Женщина","25-34","Красноярск"
"369048",2090826,"Женщина","35-44","Саратов"
"369300",1945521,"Мужчина","25-34","Москва"
"369390",682079,"Женщина","25-34","Ростов-на-Дону"
"369500",1855648,"Женщина","55-64","Московская Область"
"369620",2091343,"Мужчина","15-24","Иваново"
"370120",1282167,"Мужчина","35-44","Новосибирск"
"370155",1814880,"Женщина","25-34","Челябинск"
"370359",1371822,"Женщина","65-74","Краснодар"
"372564",948467,"Мужчина","35-44","Нижний Новгород"
"372652",1951098,"Женщина","15-24","Ростов-на-Дону"
"372672",1210324,"Женщина","25-34","Пермь"
"374004",903585,"Женщина","25-34","Москва"
"374441",1939010,"Мужчина","15-24","Санкт-Петербург"
