"","CE_id","user_id","mean_rate","satisfaction","avg_check","timediff_order"
"360849","CE_1523",1875706,1.25,"Detractors",91.985,85
"361009","CE_1524",878865,3.5,"Passives",194.34,187
"361119","CE_1525",1888181,3.08,"Passives",136.02,88
"361379","CE_1526",2088978,3.17,"Passives",70.46,85
"361383","CE_1527",1559780,2.5,"Detractors",117.175,127
"361563","CE_1528",1241406,2.92,"Detractors",213.32,148
"361743","CE_1529",1549997,4.13,"Promoters",211.065,131
"362766","CE_1530",1716555,1.79,"Detractors",347.295,111
"362976","CE_1531",1105261,1.4,"Detractors",68.495,73
"363021","CE_1532",1749923,4.92,"Promoters",318.72,118
"367557","CE_1533",1105273,5,"Promoters",114.295,47
"367597","CE_1534",57115,2,"Detractors",182.63,86
"367622","CE_1535",293912,0,"NotDefined",70.605,141
"367678","CE_1536",1395820,0.6,"Detractors",155.605,143
"367948","CE_1537",2404319,1.32,"Detractors",106.69,82
"367952","CE_1538",2091222,1.32,"Detractors",106.69,82
"367961","CE_1539",1515578,1,"Detractors",173.335,114
"367991","CE_1540",1575961,1.05,"Detractors",114.14,129
"368390","CE_1541",2327856,5,"Promoters",111.515,85
"368507","CE_1542",2086287,4.16,"Promoters",67.125,45
"368957","CE_1543",523064,5,"Promoters",194.97,175
"369048","CE_1544",2090826,0.29,"Detractors",140.05,76
"369300","CE_1545",1945521,3.89,"Passives",104.255,95
"369390","CE_1546",682079,2.29,"Detractors",116.255,154
"369500","CE_1547",1855648,3.5,"Passives",111.01,104
"369620","CE_1548",2091343,1.5,"Detractors",93.735,64
"370120","CE_1549",1282167,3.43,"Passives",134.935,68
"370155","CE_1550",1814880,4.92,"Promoters",118.48,106
"370359","CE_1551",1371822,3.86,"Passives",120,150
"372564","CE_1552",948467,4.5,"Promoters",129.45,88
"372652","CE_1553",1951098,4,"Promoters",78.915,76
"372672","CE_1554",1210324,4.67,"Promoters",133.73,161
"374004","CE_1555",903585,2.91,"Detractors",144.755,202
"374441","CE_1556",1939010,0.91,"Detractors",119.925,85
"374562","CE_1557",922159,5,"Promoters",105.95,19
"374570","CE_1558",2093204,1.46,"Detractors",202.815,84
"374739","CE_1559",263020,4.09,"Promoters",94.725,90
"374992","CE_1560",1271772,4.68,"Promoters",128.33,156
"375486","CE_1561",1882055,0.91,"Detractors",136.475,93
"375695","CE_1562",2168059,4,"Promoters",125.265,70
"375755","CE_1563",1765118,3.64,"Passives",120.295,115
"376195","CE_1564",1494935,3.27,"Passives",182.995,130
"376327","CE_1565",1999360,4.44,"Promoters",137.635,91
"376391","CE_1566",903161,4.3,"Promoters",135.67,193
"376511","CE_1567",1459419,2.52,"Detractors",108.225,138
"377036","CE_1568",1920566,3.36,"Passives",90.535,147
"377038","CE_1569",1010359,2.5,"Detractors",84.1,108
"377178","CE_1570",995931,2.28,"Detractors",223.945,147
"377502","CE_1571",865083,0,"NotDefined",140.6,198
"377514","CE_1572",907767,3.89,"Passives",85.605,31
"377604","CE_1573",1016881,3.57,"Passives",177.59,184
"377842","CE_1574",847176,4.09,"Promoters",142.22,207
"377985","CE_1575",1734731,1.25,"Detractors",79.555,125
"378084","CE_1576",1585660,1.67,"Detractors",108.705,132
"378339","CE_1577",1956360,5,"Promoters",85.53,75
"378549","CE_1578",582041,2.5,"Detractors",86.3,202
"378574","CE_1579",1999145,1.25,"Detractors",143.545,62
"378594","CE_1580",255666,1.12,"Detractors",150.38,196
"378951","CE_1581",1296662,2.87,"Detractors",127.47,129
"379206","CE_1582",910584,2.86,"Detractors",102.155,186
"379430","CE_1583",306190,0,"NotDefined",167.61,211
"379460","CE_1584",912049,4.17,"Promoters",93.005,181
"379640","CE_1585",1729868,2.08,"Detractors",96.685,97
"379808","CE_1586",858083,0.83,"Detractors",170.175,202
"379862","CE_1587",2380399,1.67,"Detractors",89.93,24
"379880","CE_1588",2322697,2.43,"Detractors",162.85,205
"379925","CE_1589",1560563,4.83,"Promoters",197.47,107
"379979","CE_1590",1434993,4.33,"Promoters",86.94,134
"380183","CE_1591",1831338,4,"Promoters",201.345,42
"380223","CE_1592",1800680,0,"NotDefined",194.575,34
"380235","CE_1593",92866,0.42,"Detractors",97.595,129
"380403","CE_1594",972035,3.38,"Passives",104.505,178
"380675","CE_1595",2916297,0,"NotDefined",114.585,114
"380677","CE_1596",1844642,3.12,"Passives",175.13,104
"380717","CE_1597",1185897,0.17,"Detractors",120.94,148
"380742","CE_1598",1847283,4,"Promoters",114.16,106
"380751","CE_1599",330510,0.44,"Detractors",145.32,178
"380889","CE_1600",1838180,4.09,"Promoters",90.61,107
"382637","CE_1601",1487305,1.67,"Detractors",313.44,118
"382829","CE_1602",1999984,2.5,"Detractors",102.455,92
"382985","CE_1603",1461470,0.53,"Detractors",126.365,150
"382989","CE_1604",2139622,3.33,"Passives",255.505,66
"383019","CE_1605",1017950,3.85,"Passives",109.075,174
"383459","CE_1606",2231880,4,"Promoters",86.47,62
"383489","CE_1607",1802946,4.69,"Promoters",109.13,104
"383857","CE_1608",2315408,3.4,"Passives",210.13,42
"383897","CE_1609",1654283,5,"Promoters",161.93,106
"383953","CE_1610",1805375,4.67,"Promoters",216.53,104
"384061","CE_1611",1812783,3.33,"Passives",315.82,108
"384127","CE_1612",449424,2.31,"Detractors",114.275,128
"384426","CE_1613",1803856,4.44,"Promoters",167.425,73
"384516","CE_1614",1590233,0.83,"Detractors",213.69,122
"384517","CE_1615",1662597,0.83,"Detractors",213.69,122
"384548","CE_1616",956427,3.46,"Passives",153.475,95
"384834","CE_1617",1642768,0.56,"Detractors",114.13,127
"384924","CE_1618",321083,2.44,"Detractors",129.825,234
"385196","CE_1619",499051,2.38,"Detractors",136.58,104
"385284","CE_1620",2798005,3.18,"Passives",138.265,86
"385286","CE_1621",1881478,2.5,"Detractors",74.07,31
"385290","CE_1622",2357226,2.5,"Detractors",138.015,34
"385296","CE_1623",1697224,0,"NotDefined",109.66,112
"385332","CE_1624",210033,1.43,"Detractors",269.17,121
"385381","CE_1625",1806115,5,"Promoters",91.69,89
"385417","CE_1626",487027,4.06,"Promoters",86.335,203
"386569","CE_1627",243994,2.5,"Detractors",105.295,101
"386629","CE_1628",1339094,1.25,"Detractors",111.96,146
"386761","CE_1629",1634018,2.21,"Detractors",163.355,121
"388084","CE_1630",1642718,4.59,"Promoters",136.2,114
"389056","CE_1631",1188928,3.33,"Passives",165.49,164
"389236","CE_1632",1256696,2.7,"Detractors",92.725,128
"389366","CE_1633",1808734,5,"Promoters",129.02,110
"389429","CE_1634",1687220,1.43,"Detractors",121.315,107
"389492","CE_1635",950087,4.07,"Promoters",143.42,189
"390329","CE_1636",991727,4,"Promoters",115.02,91
"390354","CE_1637",2094287,0,"NotDefined",99.26,63
"390369","CE_1638",945124,3.32,"Passives",119.51,191
"390787","CE_1639",1567452,3.29,"Passives",139.45,216
"391247","CE_1640",1895895,2,"Detractors",221.94,83
"391263","CE_1641",1058167,3.69,"Passives",115.77,170
"391497","CE_1642",1986184,5,"Promoters",96.515,88
"391767","CE_1643",2094918,3,NA,132.93,69
"391807","CE_1644",1332883,4.53,"Promoters",101.75,151
"392062","CE_1645",948978,4.44,"Promoters",98.585,186
"392161","CE_1646",1538873,5,"Promoters",93.405,20
"392188","CE_1647",939846,2.54,"Detractors",235.915,168
"392197","CE_1648",1077501,5,"Promoters",147.325,92
"392202","CE_1649",1879057,5,"Promoters",147.325,92
"392240","CE_1650",1409140,4.78,"Promoters",119.415,122
"392636","CE_1651",1580304,0,"NotDefined",105.61,122
"392700","CE_1652",1925524,2,"Detractors",129.275,84
"392735","CE_1653",1065907,0.83,"Detractors",63.365,175
"393153","CE_1654",2096832,3,NA,123.75,83
"393188","CE_1655",1208627,0,"NotDefined",118.63,161
"393398","CE_1656",1950276,4.54,"Promoters",82.1,96
"393406","CE_1657",2096917,3.8,"Passives",111.61,78
"393431","CE_1658",2096905,2.5,"Detractors",148.165,82
"393551","CE_1659",2417081,0.71,"Detractors",144.79,99
"393555","CE_1660",1668173,3.44,"Passives",126.015,124
"393933","CE_1661",1820890,0.67,"Detractors",243.82,109
"394032","CE_1662",2097552,0,"NotDefined",119.275,62
"394162","CE_1663",1708911,4.58,"Promoters",174.91,94
"394342","CE_1664",1850019,4.71,"Promoters",144.445,108
"394682","CE_1665",1055322,3.18,"Passives",77.29,168
"394814","CE_1666",1311371,2.29,"Detractors",128.85,73
"394870","CE_1667",1899447,4.17,"Promoters",131.02,79
"395014","CE_1668",2113137,0,"NotDefined",73.66,70
"395039","CE_1669",462829,4.87,"Promoters",85.455,235
"396635","CE_1670",1660329,3.89,"Passives",127.075,98
"396716","CE_1671",1322378,3.89,"Passives",104.51,142
"397076","CE_1672",1341167,0.42,"Detractors",139.865,144
"397256","CE_1673",1843570,3.44,"Passives",115.95,95
"397310","CE_1674",1085854,4.53,"Promoters",71.885,166
"397709","CE_1675",2120802,1.18,"Detractors",115.485,80
"397711","CE_1676",2099714,1.18,"Detractors",115.485,80
"397767","CE_1677",309322,3.33,"Passives",160.77,111
"398127","CE_1678",1479678,3.7,"Passives",104.43,140
"398257","CE_1679",392283,1.5,"Detractors",298.01,188
"398337","CE_1680",1472139,3.95,"Passives",104.395,132
"398737","CE_1681",543948,2.22,"Detractors",107.755,202
"398836","CE_1682",1998892,3.75,"Passives",91.7,92
"398860","CE_1683",2000414,1.94,"Detractors",145.355,90
"399064","CE_1684",864215,1.67,"Detractors",161.03,35
"399076","CE_1685",1268125,1.94,"Detractors",75.045,142
"399490","CE_1686",865118,2.42,"Detractors",137.9,200
"399622","CE_1687",969630,4.39,"Promoters",100.26,147
"399964","CE_1688",1376081,3.25,"Passives",151.22,96
"400216","CE_1689",867417,3,NA,81.705,208
"400276","CE_1690",2424969,2.5,"Detractors",134.235,193
"400286","CE_1691",640028,0.83,"Detractors",146.415,168
"400334","CE_1692",941179,3.5,"Passives",121.74,44
"400406","CE_1693",1073423,4,"Promoters",98.685,121
"400502","CE_1694",144469,0.83,"Detractors",140.005,153
"400538","CE_1695",1083939,4.56,"Promoters",72.665,101
"400810","CE_1696",1810885,3.9,"Passives",95.585,67
"400920","CE_1697",1097314,3.93,"Passives",501.005,172
"401116","CE_1698",2000677,1.43,"Detractors",107.46,77
"401125","CE_1699",221391,3.46,"Passives",85.195,137
"401281","CE_1700",1241878,0.5,"Detractors",72.715,137
"401537","CE_1701",2059402,3.33,"Passives",91.075,85
"401572","CE_1702",1012478,2,"Detractors",146.415,168
"401621","CE_1703",1824985,4.17,"Promoters",112.445,109
"401663","CE_1704",1869920,4.09,"Promoters",116.05,88
"401806","CE_1705",2317170,3.33,"Passives",128.01,104
"401822","CE_1706",1552487,5,"Promoters",122.865,14
"401861","CE_1707",2444793,2.25,"Detractors",102.48,24
"401893","CE_1708",2000452,2.5,"Detractors",196.71,71
"401897","CE_1709",1814038,0,"NotDefined",92.395,83
"401927","CE_1710",1814365,5,"Promoters",166.47,38
"401962","CE_1711",1365436,3.33,"Passives",214.4,140
"402022","CE_1712",1586323,0.56,"Detractors",167.005,120
"402121","CE_1713",680632,4.32,"Promoters",86.455,139
"402391","CE_1714",1251476,3.5,"Passives",107.535,96
"402461","CE_1715",1406490,1.33,"Detractors",111.225,126
"402629","CE_1716",675620,1.75,"Detractors",110.035,89
"402641","CE_1717",887869,0.83,"Detractors",159.145,206
"403193","CE_1718",1816342,3.12,"Passives",81.885,106
"403273","CE_1719",2099729,5,"Promoters",138.985,68
"403373","CE_1720",1560433,4.83,"Promoters",111.43,132
"403577","CE_1721",2099957,5,"Promoters",124.79,73
"403601","CE_1722",1941729,2.39,"Detractors",123.745,87
"403817","CE_1723",878465,3.89,"Passives",244.755,184
"403898","CE_1724",1870693,3.85,"Passives",104.495,104
"404067","CE_1725",1670582,2.14,"Detractors",129.075,97
"404144","CE_1726",1218031,1.48,"Detractors",133.47,155
"404898","CE_1727",1926517,4.69,"Promoters",126.125,100
"405250","CE_1728",1601302,2.13,"Detractors",141.415,120
"405340","CE_1729",1087034,3.7,"Passives",112.06,150
"405460","CE_1730",1918842,1.4,"Detractors",76.055,109
"405462","CE_1731",1246572,1.4,"Detractors",76.055,109
"405464","CE_1732",1943946,1.4,"Detractors",76.055,109
"405477","CE_1733",2072523,1.4,"Detractors",76.055,109
"405516","CE_1734",2637971,1.4,"Detractors",76.055,109
"405519","CE_1735",2072438,1.4,"Detractors",76.055,109
"405535","CE_1736",2612169,1.4,"Detractors",76.055,109
"405563","CE_1737",2638505,1.4,"Detractors",76.055,109
"405566","CE_1738",2638781,1.4,"Detractors",76.055,109
"405584","CE_1739",2156157,3.23,"Passives",91.035,73
"405585","CE_1740",2093609,3.23,"Passives",91.035,73
"405729","CE_1741",2101423,3.38,"Passives",99.065,71
"405730","CE_1742",2250627,3.38,"Passives",99.065,71
"405963","CE_1743",891778,4.62,"Promoters",114.47,202
"406197","CE_1744",1114711,0,"NotDefined",89.34,75
"406257","CE_1745",2723051,2.73,"Detractors",219.595,128
"406281","CE_1746",1864040,4.17,"Promoters",70.59,74
"406341","CE_1747",2107563,2.14,"Detractors",118.495,76
"406397","CE_1748",2101667,5,"Promoters",97.725,40
"406413","CE_1749",722761,1.91,"Detractors",110.735,155
"406589","CE_1750",2120439,3.5,"Passives",73.125,78
"406729","CE_1751",878416,2,"Detractors",102.235,184
"406754","CE_1752",1534329,5,"Promoters",189.28,70
"406774","CE_1753",1231608,0,"NotDefined",195.985,106
"406790","CE_1754",1517905,4.38,"Promoters",142.74,87
"406966","CE_1755",1851824,3.09,"Passives",113.895,165
"407555","CE_1756",739873,4.75,"Promoters",221.325,230
"411764","CE_1757",1421203,2.27,"Detractors",160.675,129
"411896","CE_1758",2102638,3.75,"Passives",122.12,40
"411916","CE_1759",553292,4.19,"Promoters",79.715,127
"412204","CE_1760",1628281,2.5,"Detractors",168.35,123
"412218","CE_1761",2798924,2.5,"Detractors",168.35,123
"412385","CE_1762",2103339,2.14,"Detractors",108.255,67
"412441","CE_1763",2407154,3.5,"Passives",92.135,58
"412453","CE_1764",983978,3.75,"Passives",118.3,63
"412525","CE_1765",2713788,3.12,"Passives",116.435,94
"412529","CE_1766",1721483,3.33,"Passives",102.335,74
"412628","CE_1767",1028468,4.88,"Promoters",93.475,143
"412951","CE_1768",2103356,2.5,"Detractors",98.9,66
"412971","CE_1769",1462288,3.23,"Passives",109.9,139
"412975","CE_1770",875508,0.86,"Detractors",318.09,109
"413017","CE_1771",109375,3.75,"Passives",164.85,100
"413417","CE_1772",1644894,0,"NotDefined",76.785,121
"413516","CE_1773",461825,5,"Promoters",197.875,61
"413724","CE_1774",1517245,3.6,"Passives",77.76,94
"413834","CE_1775",1896125,3.89,"Passives",123.04,100
"413946","CE_1776",1966168,1.67,"Detractors",110.13,98
"413988","CE_1777",2104726,1.25,"Detractors",131.3,73
"414068","CE_1778",1219104,3.33,"Passives",134.01,81
"414110","CE_1779",795867,4.38,"Promoters",79.875,60
"414155","CE_1780",1443819,4,"Promoters",106.42,135
"414180","CE_1781",1880656,5,"Promoters",111.975,80
"414222","CE_1782",1888417,1.5,"Detractors",243.455,94
"414270","CE_1783",2412957,1.67,"Detractors",100.605,66
"414298","CE_1784",35350,3.5,"Passives",337.395,84
"414408","CE_1785",1118209,1.08,"Detractors",76.25,154
"414552","CE_1786",1879539,1.25,"Detractors",99.055,93
"414584","CE_1787",1398376,4.5,"Promoters",129.535,53
"414894","CE_1788",2107050,1,"Detractors",137.56,79
"415024","CE_1789",1226332,1.4,"Detractors",113.005,81
"415134","CE_1790",8699,3.33,"Passives",120.385,42
"415146","CE_1791",1687202,3.68,"Passives",93.455,120
"415678","CE_1792",113979,3.68,"Passives",112.815,162
"416378","CE_1793",722877,4.1,"Promoters",141.895,174
"417092","CE_1794",134349,5,"Promoters",124.13,24
"417120","CE_1795",1208999,1,"Detractors",45.19,20
"417150","CE_1796",2864232,2.67,"Detractors",104.975,39
"417151","CE_1797",2106713,3.5,"Passives",175.745,70
"417271","CE_1798",642834,4,"Promoters",122.015,166
"417301","CE_1799",1403501,3.71,"Passives",170.185,99
"417607","CE_1800",2107177,0.71,"Detractors",105.775,72
"417611","CE_1801",2246025,0.71,"Detractors",105.775,72
"417612","CE_1802",1058789,1.94,"Detractors",113.32,173
"417613","CE_1803",2107499,1,"Detractors",258.77,83
"417638","CE_1804",1758072,0.81,"Detractors",109.97,134
"417838","CE_1805",2148933,2.27,"Detractors",130.245,76
"417970","CE_1806",2107573,0.08,"Detractors",89.04,71
"418139","CE_1807",2107800,0.71,"Detractors",147.035,52
"418209","CE_1808",1518649,3.75,"Passives",152.635,101
"418281","CE_1809",1130534,2.5,"Detractors",85.205,157
"418391","CE_1810",1666779,3.12,"Passives",85.02,97
"418471","CE_1811",1298575,2.14,"Detractors",110.345,119
"419591","CE_1812",2110719,4.22,"Promoters",141.88,80
"419681","CE_1813",852784,0.29,"Detractors",194.12,217
"419769","CE_1814",2108747,0.95,"Detractors",160.78,81
"420035","CE_1815",103951,2,"Detractors",198.565,63
"420065","CE_1816",1895473,0.62,"Detractors",75.515,76
"420113","CE_1817",1213557,1.5,"Detractors",105.12,140
"420223","CE_1818",2187131,5,"Promoters",83.18,62
"420331","CE_1819",1658518,3.63,"Passives",152.1,123
"420979","CE_1820",1278582,3.58,"Passives",133.605,116
"421111","CE_1821",2109796,1.67,"Detractors",190.19,76
"421120","CE_1822",1905136,3.09,"Passives",165.645,90
"421318","CE_1823",1996751,5,"Promoters",400.065,20
"421322","CE_1824",134884,2.5,"Detractors",126.27,209
"421394","CE_1825",1271998,5,"Promoters",141.28,154
"421586","CE_1826",969921,3,NA,111.24,181
"421726","CE_1827",314627,2.27,"Detractors",262.18,195
"421858","CE_1828",1274500,3.62,"Passives",132.06,148
"421864","CE_1829",2442786,2.17,"Detractors",97.44,35
"421924","CE_1830",193522,3.75,"Passives",158.705,26
"421952","CE_1831",394722,3.75,"Passives",155.47,48
"421972","CE_1832",1795653,2.92,"Detractors",323.315,103
"422116","CE_1833",933691,3.17,"Passives",116.19,184
"422125","CE_1834",877162,4.54,"Promoters",219.09,207
"422279","CE_1835",400654,2.52,"Detractors",116.99,78
"422983","CE_1836",302960,2.94,"Detractors",105.625,225
"423340","CE_1837",885159,4.27,"Promoters",130.59,199
"423472","CE_1838",873355,2.5,"Detractors",245.01,193
"423523","CE_1839",899866,0.44,"Detractors",222.825,206
"423603","CE_1840",404233,4.33,"Promoters",151.91,184
"423888","CE_1841",1415904,4.67,"Promoters",107.66,138
"424143","CE_1842",1190918,2.5,"Detractors",150.62,142
"424233","CE_1843",69039,2.5,"Detractors",105.06,85
"424253","CE_1844",1995889,4.57,"Promoters",126.185,100
"424799","CE_1845",887703,5,"Promoters",86.64,174
"424808","CE_1846",252532,5,"Promoters",86.64,174
"424906","CE_1847",1818129,0,"NotDefined",210.875,97
"424996","CE_1848",1818435,1.67,"Detractors",113.375,41
"425008","CE_1849",1818132,4.82,"Promoters",65.82,105
"425009","CE_1850",739966,1.11,"Detractors",117.425,182
"425099","CE_1851",1264735,1,"Detractors",106.78,147
"425189","CE_1852",201198,3.17,"Passives",193.17,217
"425345","CE_1853",1673492,5,"Promoters",144.57,124
"425477","CE_1854",2001527,4.89,"Promoters",97.83,88
"425576","CE_1855",433555,3.46,"Passives",102.5,87
"425741","CE_1856",1930377,3.25,"Passives",90.085,109
"425951","CE_1857",1825818,5,"Promoters",84.195,103
"426021","CE_1858",278423,5,"Promoters",123.615,102
"427309","CE_1859",1027930,2.6,"Detractors",49.685,176
"427549","CE_1860",1650104,2.5,"Detractors",115.945,127
"427645","CE_1861",1818959,3,NA,164.03,83
"427670","CE_1862",2550341,0.62,"Detractors",60.1,134
"427671","CE_1863",1923212,0.62,"Detractors",60.1,134
"427672","CE_1864",2449159,0.62,"Detractors",60.1,134
"427673","CE_1865",2900383,0.62,"Detractors",60.1,134
"427674","CE_1866",1426552,4.23,"Promoters",149.515,146
"428402","CE_1867",1236562,2.2,"Detractors",124.02,145
"429575","CE_1868",1544944,3.25,"Passives",283.945,120
"429639","CE_1869",1585529,0,"NotDefined",132.04,105
"429664","CE_1870",264873,3.91,"Passives",62.235,145
"429796","CE_1871",356106,2.14,"Detractors",93.68,222
"431231","CE_1872",446598,4.5,"Promoters",184.535,232
"431671","CE_1873",94092,1.33,"Detractors",212.995,232
"432085","CE_1874",1960705,4.17,"Promoters",138.845,98
"432086","CE_1875",1823011,3.54,"Passives",98.7,102
"432255","CE_1876",2415247,1.67,"Detractors",115.83,35
"432267","CE_1877",1823186,4.29,"Promoters",66.145,92
"432365","CE_1878",1824285,0,"NotDefined",111.53,110
"432485","CE_1879",1824547,0.83,"Detractors",189.775,103
